title,sentiment,avg_rating,movieId,review_count,preview_reviews
It's a Wonderful Life (1946),pos,4.0344827586206895,953,116,The setting and actors make this television movie for me the best rendition of Dickens' classic tale. George C. Scott is very believable as is the rest of the cast. His Scrooge oozes with nastiness until the very end of the movie. Then his character changes to one who is truly repentant. The 19th Ce
Jack (1996),neg,3.1578947368421053,765,152,The sects that capitalise on this film are well known for their claim to take the 'message' of the bible without any alteration or extra-biblical influence. The existence of this film is solely due to the fact that there is no such thing.<br /><br />If you want to know what the born-again branch of 
Jack (1996),pos,3.1578947368421053,765,266,"First it was Jack The Ripper, now it is Alan Feinstone. The crazy dentist tortures people in horrific ways. Quite realistic at times but some of the acting is abysmal and comical. Especially from Corbin Bernson. In some scenes there is dental torture that will really make you cringe. First it was Ja"
Jade (1995),neg,2.8333333333333335,132,132,"I watched this movie really late last night and usually if it's late then I'm pretty forgiving of movies. Although I tried, I just could not stand this movie at all, it kept getting worse and worse as the movie went on. Although I know it's suppose to be a comedy but I didn't find it very funny. It "
Jade (1995),pos,2.8333333333333335,132,180,"While the 'special effects' and technical attributes of this movie may in fact be laughable to some, I have never been able to erase the images this movie etched on my young and impressionable mind when I first saw it at around 8 years of age. The story of this girl's survival and of the trials she "
Jane Eyre (2011),neg,3.0,85438,19,"I read the novel 'Jane Eyre' for the first time back in 1986. It was round that time that I saw the BBC-version with Timothy Dalton and Zelah Clarke. It was an excellent version and very much like the book. Years later, I laid eyes on this version and was horrified. William Hurt is totally miscast a"
Jane Eyre (2011),pos,3.0,85438,25,this was a fabulous adaptation of Jane Eyre. the only problem i had with it was that i didn't like Zelah Clarke. i thought she was too old and made Jane seem much to timid. in the book Jane seemed like a much stronger character. i was really annoyed by this portrayal of her. the part where it's the 
Jeffrey (1995),neg,3.8333333333333335,171,192,"DR. SEUSS' HOW THE GRINCH STOLE CHRISTMAS / (2000) ** (out of four)<br /><br />If you desire to see a holiday movie that will inspire your seasonal spirits and continue the traditional Dr. Seuss classic fable, don't see ""Dr. Seuss' How the Grinch Stole Christmas."" If you are old enough to read this "
Jeffrey (1995),pos,3.8333333333333335,171,258,"Caution: May contain spoilers...<br /><br />I've seen this movie 3 times & I've liked it every time. Upon seeing it again, I'm always reminded of how good it is. An HBO TV movie- very well done like most of their movies are- this would've gotten Oscars for it's performances had it been released for "
Jude (1996),pos,3.0714285714285716,1056,7,"I love Paul McCartney. He is, in my oppinion, the greatest of all time. I could not, however, afford a ticket to his concert at the Tacoma Dome during the Back in the U.S. tour. I was upset to say the least. Then I found this DVD. It was almost as good as being there. Paul is still the man and I wil"
Jumanji (1995),pos,3.4318181818181817,2,330,"I watched this film without knowing anything about it whatsoever and found it similar thematically to Billy Elliott (2000). Both films are based around a troubled father/son relationship. In both films, the son does not want to follow his father down the mines and dreams of a better life away from t"
Junior (1994),neg,2.8285714285714287,256,875,"Saturday Night Live, National Lampoon, and SCTV alumnus are all together in a sometimes funny sketch film.<br /><br />However, it is very interesting to watch now, at the start of 2005. Twenty years after this movie is supposed to take place, look at how many of their gags have become absolutely tru"
Junior (1994),pos,2.8285714285714287,256,1050,"My roommate had bought this documentary and invited me to watch it with her. She's from China and only heard so much about 9/11 and wanted to know the cold hard truth and she wanted me to tell her more after the documentary. I felt awful watching this documentary, it was like reliving the nightmare "
Jurassic Park (1993),neg,3.75,480,3332,"This has to be one of the worst movies of all time. The graphics were horrendous, the acting was b-movie and the effects were just plain Nintendo 64 qualified. You would think that they would put a little more effort into it. Of course, it is a Scifi channel movie so you have to expect it to be low "
Jurassic Park (1993),pos,3.75,480,1428,"To me, this review may contain spoilers, but I like watching movies with NO idea of what is going to happen, so therefore I think many of the other reviews here of this movie contain spoilers!<br /><br />I just watched this movie again, and I must reiterate that it has the BEST ending to any movie. "
Just Cause (1995),neg,3.5,257,70,Just Cause is one of those films that at first makes you wonder quite why it was so heavily slated when it came out - nothing special but competent enough and with an excellent supporting performance from Ed Harris. Then you hit the last third and everything starts to get increasingly silly until yo
Just Cause (1995),pos,3.5,257,84,"Never having seen this movie, based on the entertaining novel by Nicholas Katzenbach, and taking into consideration the first rate cast assembled for the production, we decided to take a look. ""Just Cause"", while not a horrible film, takes too many liberties with the original material that Jeb Stuar"
Kalifornia (1993),neg,3.1578947368421053,481,19,"Kalifornia is disturbing. I believe there is no reason for this story to be told. It is neither entertaining nor does it have social value. Technically, the movie is very well make, the performances are top rate and first class. The story develops in an intriguing way that holds interest. But at the"
Kalifornia (1993),pos,3.1578947368421053,481,190,"Kalifornia came out in 1993, just as 3 of the 4 lead characters were up and coming to the levels of fame they now possess in 2006. This is a nice psycho-thriller that should appeal to all David Duchovny fans because of his dry and intelligent narratives that find their ways into his work, like with "
Kicking and Screaming (1995),neg,3.2142857142857144,72,35,The second half of Steven Soderbergh's revolutionary bio on Che Guevara deals with his last campaign to export revolution to Bolivia. In order to maintain his saintly visage of Che Soderbergh conveniently leap frogs the mass executions he presided over after the revolution in Cuba and the folly of h
Kicking and Screaming (1995),pos,3.2142857142857144,72,7,"Richard Brooks' The Last Hunt was a film star Stewart Granger couldn't even stand to hear mentioned  he even tore up a vintage poster for the film when presented it for signing in his later years  but then the director did run off with his wife, so it's understandable. For anyone else this is one "
Kids (1995),neg,3.975,175,10680,"This film should have been fun. A young Lea Thompson, a young Joaquin Phoenix... and Terry O'Quinn. In space. But it dragged on, had unlovable characters and had no target audience.<br /><br />Some kids go to a space camp and are accidentally launched into space by a robot friend of theirs (named, a"
Kids (1995),pos,3.975,175,10560,"First,I'll give my rating for the series overall; ******* 7 out of ten stars. I've taken away three for the downhill slide this series suffered after John Amos departed. Don't get me wrong there were hard hitting episodes later but only after Esther Rolle left for a season and returned.<br /><br />I"
Kika (1993),pos,2.0,567,3,"'Arms and the Man' is one of Shaw's funniest plays if handled correctly, and this production does a good enough job. Helena Bonham-Carter, pre-film stardom, is Raina, the daughter of a military family, who has a peacock of a fiancé (Patrick Ryecart), and who shelters a soldier from the enemy (Pip To"
Kiss of Death (1995),neg,3.2,259,5,"This hodge-podge adapted from a Gore Vidal novel (actually one of the great American writers) makes THE MAGIC CHRISTIAN and VALLEY OF THE DOLLS look like Fellini art-works. Raquel Welch, with an incredible body (and she's actually not very tall) in a lead role (except for KANSAS CITY BOMBER when she"
Kiss of Death (1995),pos,3.2,259,10,"Sam Fuller's excellent PICK UP ON SOUTH STREET is the pick of the bunch from a number of early 50's Cold War-influenced low-budget noir vehicles. With a running length of under 80 minutes, PICK UP ON SOUTH STREET is tough, gritty, explosive and endlessly entertaining.<br /><br />Widmark stars as pic"
Lassie (1994),neg,3.0,484,10,"This is the 2nd time I've seen this movie in about 12 years. These remarks come from someone who finds Kane and Ambersons to be amazing, worthy films. But the remainder of Welles career is, unfortunately, squandered on material unworthy of his talent and too flimsy to withstand his filmic embroideri"
Lassie (1994),pos,3.0,484,16,"SPOILERS ALERT<br /><br />Homeward Bound: The Incredible Journey is an important film from my life because it's the first film I remember seeing in the cinema of my home town as a 4-year old scamp. The story is based on the Sheila Burnford novel, and is a reason why it's not possible to write this o"
Last Action Hero (1993),neg,2.9339622641509435,485,212,"Why is it that when a star reaches the top of the star chain, they ruin all the good work by making a bad movie? Burt Reynolds peaked, then started making dreadful Hal Needham car chase flicks. Arnold Schwarzenegger became the hottest property in Hollywood, only to invite derision upon himself with "
Leaving Las Vegas (1995),neg,3.625,25,228,I almost drowned in CHEESE watching this movie. In fact I could not even finish it. I want my money back. One more of Hollywood's feeble attempts to come up with a new idea. Good thing I keep a bowl of lemons in the fridge. Just in case. They should of gave Nic Cage a hat and a bull-whip. Swashbuckl
Leaving Las Vegas (1995),pos,3.625,25,152,"This movie maked me cry at the end! I watch at least 3-4 movies a week. I seen loads of great movies, even more crap - ones. But when ending scene - catharsic at it's core - came I Cried! And if you didn't - you have serious problems! The story is archetypal - nothing new or original. But it's real "
Legends of the Fall (1994),pos,3.3970588235294117,266,136,SPOILERS THROUGH: <br /><br />I really am in the minority on this one but I liked this movie. It's not a classic but it's definitely involving and quite an adrenalin fueled ride. I definitely thought it was worth at least a 7 rating.<br /><br />Perhaps the reason I liked it is because I haven't seen
Little Buddha (1993),neg,3.25,365,4,"I have just seen this movie and have not read the book. The good thing of the movie is that at some parts it gets you thinking for a little while on the spiritual subject, evolution, sincronicity and your part in the world.<br /><br />However, the movie's immersion is easily broken and there is very"
Little Women (1949),pos,3.5,7054,2,"<br /><br />It's a generic coming-of-age story -- think ""The Member of the Wedding,"" ""Summer of '42,"" ""A Summer Place,"" even ""Little Women"" -- and there are moments where Mulligan might have omitted the soupy music, not used slow-motion, or played down the golden-lit prettiness of the setting. Other"
Living in Oblivion (1995),neg,4.3076923076923075,176,13,"This overrated, short-lived series (a measly two seasons) is about as experimental and unique as a truck driver going to a strip bar. I am not quite sure what they mean by ""ground-breaking"" and ""original"" when they fawn all over Lynch and his silly little TV opus. What exactly is their criteria of w"
Loser (2000),neg,3.3,3616,10,"I usually enjoy Loretta Young's early movies: her acting back then was light and breezy, and she sure knew how to wear clothes. But this one is just a loser from the word go except for a funny supporting turn by Glenda Farrell. Young is a hatcheck girl who talks her writer-husband (Paul Lukas) into "
Loser (2000),pos,3.3,3616,20,"Went to see this as Me and my Lady had little else to do on a sunday afternoon I like films that deal with sleazy,loser characters and this is full of em. After a slow start we get some good turns from the cast but it is the actual 'Bellini' that both makes and lets the film down. The 'Bellini' is o"
Love Affair (1939),neg,3.0,6837,21,"My original review of this film was simply the word sh*t written 2000 times over. Although this was a very accurate critique, I felt my review should be a little more descriptive.<br /><br />I will start with the lead actress; her facial expression doesn't change once in this film, she doesn't show "
Love Affair (1939),pos,3.0,6837,24,"Reportedy based on actual historical events, this disturbingly violent, bloody, and shocking period epic sustains viewer interest by creating a verisimilitude missing in the majority of films set in a remote era. Ms. Bolkan's portrayal of the rebellious nun is a tour de force. Her gradual transforma"
M (1931),neg,3.7333333333333334,1260,4260,"do not ever watch this film...it is the biggest pile of sh*te i have ever come across in my whole life. and thats saying something. the acting, storyline and filming were absolutely dire this is THE WORST FILM IN THE WORLD!!! seriously doesn't it even give you a hit seeing as it cost my 99p from sai"
M (1931),pos,3.7333333333333334,1260,5055,"This has to be one of my favourite movies of all time. The dialogue, with the constant use of puns is very tight, the cast are superb, and the plot is highly original.<br /><br />Don't take my word for it - watch this movie and enjoy it for yourself. This has to be one of my favourite movies of all "
M. Butterfly (1993),neg,3.0,488,1,"I rented the video of ""The Piano Teacher"" knowing nothing about it other than what was written on the video box. I did this with some trepidation because films that win awards at Cannes are usually very good or very bad. Unfortunately, this one falls in the latter category. About one quarter of the "
Mad Love (1995),neg,1.5,179,2,"Yeah, well, I definitely had regrets about giving up my Saturday night watching this strange little, yet very long, movie. Apparently neither did the main character for stealing two hours of my life. Here's the epitome of the antihero in 'No Regrets.' We have this jerk, so messed up, so wandering, s"
Mad Love (1995),pos,1.5,179,4,"I liked it... just that... i liked it, not like the animated series... i love it!!!. The fact that this make less appealing is that we all try to compare and not to appreciate, but this cartoon was awesome, but it really didn't like it that much. There's too much people talking about Bruce being so "
Made in America (1993),pos,2.8636363636363638,489,33,"""Midnight Cowboy"" is one of those films thats been proclaimed a masterpiece with good reason - it really is one of the finest films ever made in America. Its both artistically valid yet entirely accessible and commercial. No wonder it was a huge success when initially released. But be warned, its al"
Major Payne (1995),neg,2.9411764705882355,267,34,"'Major Payne' is a film about a major who makes life a living Hell for his small group of boys in the marines. This film does not really have a lot to offer, but it provides several hilarious moments that are well-worth a watch. Don't expect it to be a memorable film, however. Just expect to laugh y"
Malice (1993),neg,3.0,490,24,"When I refer to Malice as a film noir I am not likening it to such masterpieces as Sunset Boulevard, Double Indemnity or The Maltese Falcon, nor am I comparing director Becker to Alfred Hitchcock, Stanley Kubrick, Stanley Kramer or Luis Bunuel. I am merely registering a protest against the darkness "
Malice (1993),pos,3.0,490,84,"This is, by all categories, the best movie I have ever seen. Forget Hollywood - their movies always sucked - this is art! Moon Child's story starts with Kei - a Japanese vampire, who loathes what he has become and lives in denial. His wish for final death leads him to Mallepa, where refugees from se"
Mallrats (1995),pos,3.4027777777777777,180,72,"I am shocked. Shocked and dismayed that the 428 of you IMDB users who voted before me have not given this film a rating of higher than 7. 7?!?? - that's a C!. If I could give FOBH a 20, I'd gladly do it. This film ranks high atop the pantheon of modern comedy, alongside Half Baked and Mallrats, as o"
Man of the Year (2006),neg,2.5,48593,3,"Simply put, this is a simplistic and one dimensional film. The title, The Rise to Evil, should tell you that this isn't going to attempt to be anything deep or do much with Hitler's character. Rather, from the first minutes of the movie where we see baby Hitler looking evil with evil music playing t"
Man of the Year (2006),pos,2.5,48593,3,"I'm one of those people who'd crawl a mile through broken glass to see a Hal Hartley film. From TRUST and IRIS to HENRY FOOL and (my Hartley favorite) NO SUCH THING, Hal's unique brand of movies are an acquired taste. Infusing equal parts mystery/espionage with wispy comedy seems to be his forte. Th"
Manhattan (1979),neg,4.106060606060606,1244,33,"Its not the cast. A finer group of actors, you could not find. Its not the setting. The director is in love with New York City, and by the end of the film, so are we all! Woody Allen could not improve upon what Bogdonovich has done here. If you are going to fall in love, or find love, Manhattan is t"
Manhattan Murder Mystery (1993),neg,3.75,492,42,"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the"
Mary Reilly (1996),neg,2.625,92,8,"This esteemed production has it's fans. But to paraphrase the classic bad review of 'Mary Reilly,' Moby Dick is like a painting, only slower.<br /><br />This is because the philosophical grounds for a movie ""production"" are never to make a great film, rather it's to substitute the lack of a strong g"
Maverick (1994),neg,3.5,368,740,"Renowned cinematographer Freddie Francis (Glory, The Elephant Man) directs this pretty bad horror/drama film. 19th Century England has a different view of how the practice of medicine should be handled than Dr. Thomas Rock, the law stating that only the bodies of hung criminals can be studied and ex"
Maverick (1994),pos,3.5,368,1332,"I just watched the documentary ""Fog City Mavericks"" on the Starz cable TV network. It is without a doubt, one of my most enjoyable viewing experiences ever! It chronicles the San Francisco Bay area artists and creative talent responsible for the some of the best films ever made. In addition to the w"
Mighty Aphrodite (1995),neg,3.4642857142857144,52,28,"I've seen my share of Woody Allen's movies, and while they're not always great, you can usually be sure you're going to be entertained. Probably the last really good ones were Bullets Over Broadway ('94) and Mighty Aphrodite ('95) - since then the ones I've seen have been patchy but watchable. And s"
Mighty Aphrodite (1995),pos,3.4642857142857144,52,28,"First of all, let me comment that the audience LOVED it from the first moment. Perhaps current events in the Middle-East led people to take the attitude, ""I came for a comedy and by George I'm going to enjoy it."" but for whatever reason, everybody seemed really into the comedy of it. The last few ti"
Miracle on 34th Street (1947),pos,4.0588235294117645,2398,17,Everyone is surely familiar with this most famous of stories  a heartless businessman is visited by the ghost of his dead partner on Christmas Eve and warned that if he continues in his uncaring ways then he will be doomed to an afterlife in chains. So that he can avoid his partner's fate he is vis
Mortal Kombat (1995),neg,2.5434782608695654,44,46,"The question, when one sees a movie this bad, is not necessarily, ""How did a movie this bad get made?"" or even, ""Why did I see this awful in the first place?"" but, ""What have I learned from this experience?"" Here's what I learned:<br /><br />- Just because the ""rules"" of horror movies have been cata"
Mortal Kombat (1995),pos,2.5434782608695654,44,92,"""In the world of old-school kung fu movies, where revenge pictures came a dime a dozen, it took a lot for a film to stand out -- and even more to make it a fan favorite after all these years. What is arguably Chang Cheh's finest movie continues to hold influence over the Hong Kong movie industry, fr"
Mother Night (1996),pos,3.6666666666666665,893,3,"The movie is a bit ""thin"" after reading the book, but it's still one of the greatest movies ever made. Sheryl Lee is beautiful and Nick Nolte is really ""vonneguty"". He makes great job expressing the feelings from the book to the film. Not many films engage the feeling of the book as well as Mother N"
Mrs. Doubtfire (1993),pos,3.388888888888889,500,144,"When I heard that Adrian Pasdar was in drag in this movie, my expectations that I would watch the entire movie were low. The only reasons I gave it a chance were the magnificent Julie Walters and the recommendation of a friend.<br /><br />What i thought would be a broad ""Mrs. Doubtfire"" type of farc"
Much Ado About Nothing (2012),neg,3.0,103027,4,"I think this is one of the weakest of the Kenneth Branagh Shakespearian works. After such great efforts as Much Ado About Nothing, etc. I thought this was poor. The cast was weaker (Alicia Silverstone, Nivoli, McElhone???) but my biggest gripe was that they messed with the Bard's work and cut out so"
My Family (1995),neg,3.0,279,30,"Contrary to most other comments about ""Syriana"" on the IMDb web-site, I and my family found watching this film on DVD at home a complete waste of time and space.<br /><br />In short, this was a film based on a script whose writer was being too clever by far. Rather than trying to tell a complex stor"
My Family (1995),pos,3.0,279,70,"I ran across this movie at the local video store during their yearly sidewalk sale. While scanning thousands of videos, hoping to find a few cartoon movies for sale, I came across this movie. I read the back of the movie and knew it was God's hand at work for me to purchase this movie. You see, I ha"
Nadja (1994),neg,3.5,184,2,"This is some of the worst acting I have ever seen. I love Almereyda's Nadja, but this is just absolute dreck. Aside from a few moments of interesting cinematography and music this film is just nonstop bad acting and dumb material. Jared Harris is particularly bad, but no one in this is remotely good"
Naked (1993),neg,3.6666666666666665,501,834,"When I was a teen-ager seeing this film for the first time, I thought it was one of the best movies ever made. Of course, the reason for that is Bo Derek and her various states of undress in this film. However, now that I'm older, I can honestly say that this film is awful. Mind you, Bo Derek is abs"
Naked (1993),pos,3.6666666666666665,501,510,"A lot of people hated this movie, but that I blame on two facts - 1 - They want it to be too much like the first couple of American Pie movies. and 2 - they are trying to take it too seriously.<br /><br />This one I found was the best one out of all six, and I absolutely love Dwight. The plot is pre"
Natural Born Killers (1994),neg,3.233695652173913,288,644,"This is is a thoroughly unpleasant, if slickly made, movie. I tried it because it stars Richard Dreyfus and Jeff Goldblum, two good actors, and because the plot line - a mob boss is about to be released from a mental institution - sounded promising. The movie is billed as a comedy, sorta. What we ha"
Natural Born Killers (1994),pos,3.233695652173913,288,460,"I bought this a while ago but somehow neglected to watch it until last night. I do like Juliette Lewis although I'm indifferent to Brad Pitt. After this viewing I have to admit he's a perfectly fine actor - his character was entirely believable, and I didn't think ""Brad Pitt"" at all.<br /><br />Unfo"
Nell (1994),neg,3.3375,282,2120,"As others have mentioned, this movie is similar to THE FLY (both versions) and the lesser known sci-fi flick ALTERED STATES. The big difference is that those two movies were well made by people who knew what they were doing and were good at it. METAMORPHOSIS did not have these advantages. METAMORPHO"
Nell (1994),pos,3.3375,282,4400,"This was a must see documentary for me when I missed the opportunity in 2004, so I was definitely going to watch the repeat. I really sympathised with the main character of the film, because, this is true, I have a milder condition of the skin problem he had, Dystrophic Epidermolysis Bullosa (EB). T"
"Net, The (1995)",neg,3.0401785714285716,185,112,"First of all this movie starts out on a really dumb note: A 10-year-old girl, playing around in a moving vehicle, decides it would be funny to cover up her mom's eyes with her hands, and then causes a horrific accident which kills the mom....duh....I am sorry, there is positively no 10-year-old that"
"Net, The (1995)",pos,3.0401785714285716,185,112,"I haven't seen BSG, I tried to watch it once in the middle of the show but couldn't get into it. However, I saw Caprica Rebirth yesterday I felt a little lost, so I decided to watch the Pilot today and I must say I was pleasantly surprised. I think this is a promising show and the only side effect i"
Nick of Time (1995),neg,3.25,89,40,"Many have stated that Orca  Killer Whale is a Jaws rip-off. This is not really true, though the enormous commercial success of Jaws undoubtedly made these man .vs. beast stories more attractive propositions for film-makers in the second half of the '70s. Orca  Killer Whale would be better describe"
Nick of Time (1995),pos,3.25,89,10,"The next-to-last episode aired of the original Star Trek series is an interesting, sometimes melancholy installment that proves the show was still exploring its characters even at this point in the third season; though flawed, 'All Our Yesterdays' has its moments and overall a moody, compelling feel"
Nine Months (1995),neg,2.8229166666666665,186,48,"I don't know why I'm commenting this stupid reality-show I happened to watch a few episodes of(a cable marathon broadcast when they aired 5 episodes in a row or something,I didn't watch the entire thing though.Only like three episodes)as I was nine months pregnant and about to go into labor any day."
Nine Months (1995),pos,2.8229166666666665,186,48,"What a wonderful, fanciful movie ""Stardust"" is.<br /><br />I could easily end it with that one statement and suffice to say, one could take it as a very strong recommendation to go see it.<br /><br />At a time when Hollywood seems bent on forcing remakes and sequels down our throats, ""Stardust"" make"
Nixon (1995),neg,3.8333333333333335,14,216,"This film concerns purportedly non-establishment types (aesthetically and sexually) who apparently cannot resist basic romantic needs. Although some excellent players take part, including Jon Tenney, Timothy Olyphant, and Cynthia Nixon, they are grounded by a puerile script which relies nearly total"
Nixon (1995),pos,3.8333333333333335,14,90,You know what they say about the 70's..if you can remember them you weren't there. One of the few things I do remember about the 70's was the very first hippie and hip social satire as seen from a totally 'underground'or counter-culture perspective..The Groove Tube. If the humor seems faded or witle
No Escape (1994),pos,3.0,504,8,"This period melodrama is one of Griffith's earliest claustrophobic films. Characters trapped within a room are prevalent throughout his work and, as time went by, he would become increasingly adept at portraying their helplessness and involving the audience in their terror. In the bluntly titled Sea"
Nobody's Fool (1994),pos,3.7857142857142856,281,28,"The production quality, cast, premise, authentic New England (Waterbury, CT?) locale and lush John Williams score should have resulted in a 3-4 star collectors item. Unfortunately, all we got was a passable 2 star ""decent"" flick, mostly memorable for what it tried to do.........bring an art house st"
North (1994),neg,2.2142857142857144,505,504,"Jeremy Northam struggles against a ""Total Recall"" clone script and disposable romantic by-play to bring life to a confused character. Lucy Liu graduates her acting from a wooden start to a workman-like finish. You can't fail to laugh when viewing her interviews on the DVD when she uses the term ""Fem"
North (1994),pos,2.2142857142857144,505,840,"I've seen this movie after watching Paltrow's version. I've found that one a very good one, and I thought this would not be as good... but I was wrong: British version was far better and enjoyable! I found Jeremy Northam more ""agreeable"" than Mark Strong, but I can say that Strong catches much bette"
Now and Then (1995),neg,3.3333333333333335,27,180,"Check out the film's website, more time was put into making that than in the writing of the script for this movie. It couldn't be more off in it's boasting. Original story? Original? They must have found the script tucked away between the old testament, or face legal repercussion for that bit of hor"
Now and Then (1995),pos,3.3333333333333335,27,216,"i got to see the whole movie last night and i found it very exciting.it was at least,not like the teen-slasher movies that pop out every now and then.the search for the killer and the 'partner' relationship between the hero&the so-called bad guy was parts i liked about the movie.also,i remember once"
O (2001),neg,3.625,4745,8,The characters are unlikeable and the script is awful. It's a waste of the talents of Deneuve and Auteuil. The characters are unlikeable and the script is awful. It's a waste of the talents of Deneuve and Auteuil. The characters are unlikeable and the script is awful. It's a waste of the talents of 
Only You (1994),neg,3.5625,289,40,"I've seen this movie today for the first time and I never heard of it before, probably because of it's poor message. <br /><br />First of all, the directing itself is quite good, the actors played well and the CGI (I'm not a fan of CGI) is magnificent. But that alone doesn't make a movie. No story a"
Only You (1994),pos,3.5625,289,16,"This was a great movie that had a lot of under lying issues. It dealt with issues of rascism and class. But, it also had a message of knowing yourself and taking responsibility for yourself. This movie was very deep it gave the message of that you and only you can control your destiny. It also showe"
Orlando (1992),neg,4.5,506,14,"The main reasons to see ""Red Eye"" are Rachel McAdams, who delivers a stellar performance, and Jayma Mays, who is wonderful as the Assistant Hotel Manager. On the other hand, Cillian Murphy overacts so badly that he becomes cartoonish. The rest of the movie is riddled with plot holes, on which I will"
Orlando (1992),pos,4.5,506,14,"I just viewed the film two days ago, and I was filled with anticipation, being that Paris is my second favorite city in Europe and I spent a very romantic 18 months there in the '80's. I was somewhat disappointed that most of this group of vignettes, while original and artistically done, did not cap"
Othello (1995),neg,3.5,26,52,"Man, this gets a lot of good reviews in the review books. Frankly, I found it too slow and unappealing right from the start. I kept waiting for it to pick up a little steam but that never happened. This movie is vastly overrated.<br /><br />Shakespeare, with the King James English, has never appeale"
Othello (1995),pos,3.5,26,312,"This was the second of two filmed ""Hamlets"" in the nineties, the first being Franco Zeffirelli's, starring Mel Gibson, from 1990. Zeffirelli's version, like Laurence Olivier's from 1948, was based upon an abridged version of the play, with much of Shakespeare's original text being cut. (I have never"
Outbreak (1995),neg,3.4257425742574257,292,1010,"This movie had me going. The title was perhaps the greatest idea that I heard. I thought it was an independent movie about a zombie outbreak and their quest to take over the US and a group of lone survivors, band together, and plan to take out the zombies. DEAD WRONG! It's about a psycho cop with a "
Outbreak (1995),pos,3.4257425742574257,292,1212,This is arguably John Thaw's finest performance where he successfully shakes off any traits of his Inspector Morse character and brings a perfect adaptation of Tom from the pages of the book to the TV screen. This is a well made production which maintains its family viewing vibe despite some very ma
"Paper, The (1994)",neg,3.3095238095238093,371,21,"I made a special effort to see this movie and was totally disappointed with the outcome. On paper, the script seems hopeful, and the choice of actors leaves one with hopes - I liked Pacino in Scent of a Woman and have seen Anny Duperrey and Marthe Keller in several French and other films of the 70s/"
"Paper, The (1994)",pos,3.3095238095238093,371,42,"I knew absolutely nothing about Chocolat before my viewing of it. I didn't know anything about the story, the cast, the director, or anything about the film's history. All I knew was it was a highly-acclaimed French film. Had I known more, I probably wouldn't have viewed the picture with an open min"
Party Girl (1995),neg,4.125,187,12,"Please, be warned: this movie, though a pretty bad storyline, was one of the most gruesome movies I have seen...EVER. Just remember that before you settle on your sofa to enjoy the movie.<br /><br />So, it officially begins with a party. Just your average party but there's some guy there. He's prett"
Party Girl (1995),pos,4.125,187,32,"He-he-hello!! This is a really fun movie. Basically, in Party Girl, you have your fun-lovin', independent, early 90's New Yorker chick. Along with her party friends, she meets a mature Turkish Vendor. It is a comming of age story for those new adults who are searching for what they want to do. It is"
Persuasion (2007),neg,3.3333333333333335,74508,27,"Sorry, but I will spoil both the plot line and the ending for you in hopes of avoiding a holiday fiasco like the one that I now face. The father dies and the mother asks Santa in a letter to bring him back to the family for Christmas,...and Santa does. Dad is peachy, happy healthy and totally unawar"
Persuasion (2007),pos,3.3333333333333335,74508,27,"They're not jawing journalists Cary Grant and Rosalind Russell from ""His Girl Friday"" or witty detective William Powell and sassy lady Myrna Loy from Thin Man, but Woody Allen and Scarlett Johansson are surprisingly charming as amateur sleuths in Scoop. Their screwball repartee is more postmodern th"
Philadelphia (1993),neg,3.6136363636363638,508,396,"Will Farmer (Lanter) plays a computer game that simulates a terrorist attack, and Ripley, the super government computer, designed to profile potential terrorists, tracks him because Will borrowed (by hacking) some money from his next door neighbor's bank account to pay for a class trip to play chess"
Philadelphia (1993),pos,3.6136363636363638,508,726,"Definitely at the top five of best John Garfield movies has to be Pride of the Marines. It's the true story of Marine private Al Schmid who at the cost of his own sight, while wounded held off a horde of storming Japanese on Guadalcanal. <br /><br />The story nicely segments in three parts, Al Schmi"
Pinocchio (2002),neg,3.5,5990,1,"I agree with most of the other guys. A waste of photons and valuable time.<br /><br />Nearly no joke is worth the paper is was written on. The only highlight from my pov is Olli Dittrich as Pinocchio. (""Egal, ich muss eh Waldsterben"") This reminds of old times with RTL Samstag Nacht. It is hard to d"
Platoon (1986),pos,3.984126984126984,1090,63,"Sunday would not be Sunday without an action movie, and when you want intense combat, you turn to Tom Berenger (Platoon).<br /><br />Here he plays a sniper in the jungle going after rebels and drug lords. Life's a bitch, so he gets a green office type (Billy Zane) to help on the mission.<br /><br />"
Pocahontas (1995),neg,3.1470588235294117,48,68,"If there's one thing you can count on Disney to do, it's their uncanny ability to take a story and tell it again and again and again. Even watching the commercial for Lady and the Tramp II was a horrible experience. Disney's going to ruin one of their most awesome classics ever. It even had that spa"
Poetic Justice (1993),neg,3.0,510,1,"being a NI supporter, it's hard to objectively review a movie glorifying ulster nationalists. characters who are hard to root for, typical heavy-handed anti-violence messages, and a predictable 'poetic justice' ending makes this an awkward watch..."
Poetic Justice (1993),pos,3.0,510,1,"When a rich tycoon is killed in a plane crash, his spinster twin sister, Martha Craig (Madge Kennedy), doesn't believe he grabbed the controls in a suicide dive (even though self-snuff runs in the family) but his three beautiful daughters couldn't care less. The pilot, Jim Norton (John Bromfield), g"
Powder (1995),neg,3.125,24,420,"All day now I've been watching dinosaurs, and all day they've had the same fundamental problem.<br /><br />They don't believe in firearms. They just don't seem to have been _told_ about them or something. Bullets _bounce_ off of dinosaurs! Maybe it's because they became extinct millions of years bef"
